Name,Year,Fuel_Type,Price
Skoda Superb Elegance 1.8 TSI AT,2014,Petrol,11.95
Maruti Wagon R LXI BS IV,2011,Petrol,2.5
Hyundai i10 Era 1.1,2013,Petrol,2.75
Tata Tiago 1.2 Revotron XT Option,2019,Petrol,5.85
Maruti Baleno Zeta 1.2,2016,Petrol,6.25
Volkswagen Vento 1.6 Highline,2014,Petrol,4.95
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,Petrol,4.75
Ford Figo Diesel EXI,2013,Diesel,2.55
Honda Civic 2010-2013 1.8 V AT Sunroof,2011,Petrol,4.5
Maruti Alto 800 LXI,2015,Petrol,3.01
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,Diesel,42.0
Audi A6 2.7 TDI,2010,Diesel,11.5
Mercedes-Benz E-Class 280 CDI,2006,Diesel,10.99
Honda City 1.5 V AT Exclusive,2009,Petrol,3.71
Honda CR-V 2.4 4WD AT,2006,Petrol,2.0
Maruti Ciaz 1.3 Alpha,2018,Diesel,9.48
Maruti Wagon R LXI,2004,Petrol,1.25
Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,10.9
Maruti Ciaz VDi Plus SHVS,2015,Diesel,5.5
Hyundai EON D Lite Plus,2016,Petrol,3.71
Maruti Ertiga VXI,2014,Petrol,6.25
Volkswagen Vento Diesel Highline,2012,Diesel,4.9
Honda City 1.5 GXI,2005,Petrol,1.1
Volkswagen Polo Petrol Trendline 1.2L,2016,Petrol,4.72
Mercedes-Benz GLA Class 200 CDI,2016,Diesel,24.85
Hyundai Santa Fe 4X2,2013,Diesel,12.25
Maruti Swift VDI,2014,Diesel,3.9
Hyundai Elite i20 Sportz Plus,2017,Petrol,6.28
Mahindra Xylo E8 BS IV,2011,Diesel,2.75
Hyundai Grand i10 Asta Option,2017,Petrol,7.85
Volkswagen Vento Petrol Highline,2011,Petrol,2.95
Honda Accord 2.4 A/T,2008,Petrol,4.85
Mercedes-Benz S-Class S 350 d,2011,Diesel,30.0
Mercedes-Benz B Class B200 CDI,2016,Diesel,19.9
Hyundai Creta 1.6 SX Option Diesel,2016,Diesel,10.8
Maruti Alto LXI,2007,Petrol,1.75
Audi A3 35 TDI Premium,2016,Diesel,19.25
Renault Duster 85PS Diesel RxL,2013,Diesel,5.5
Ford Fiesta 1.4 ZXi TDCi ABS,2009,Diesel,2.75
Hyundai Creta 1.6 SX Plus Diesel,2015,Diesel,13.0
Ford Figo Diesel ZXI,2011,Diesel,3.2
Volkswagen Polo Petrol Highline 1.6L,2013,Petrol,5.84
Volvo V40 D3 R Design,2015,Diesel,24.0
Hyundai Verna SX CRDi AT,2012,Diesel,6.25
BMW 7 Series 2007-2012 730Ld,2009,Diesel,36.0
Mitsubishi Lancer GLXD,2003,Diesel,3.0
Toyota Fortuner 3.0 Diesel,2010,Diesel,11.0
Maruti Ciaz VDi Plus,2015,Diesel,6.5
Maruti Vitara Brezza VDi Option,2018,Diesel,9.4
BMW 3 Series Luxury Line,2018,Diesel,37.92
Volkswagen Vento Petrol Highline AT,2013,Petrol,5.25
Hyundai i20 1.2 Asta,2011,Petrol,4.5
BMW X5 3.0d,2009,Diesel,18.0
Hyundai Xcent 1.2 Kappa S,2015,Petrol,5.56
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2013,Diesel,22.0
Land Rover Freelander 2 SE,2011,Diesel,22.0
Hyundai i10 Magna,2011,Petrol,2.65
Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,5.85
Volkswagen Jetta 2012-2014 2.0L TDI Highline,2012,Diesel,6.95
Mahindra XUV500 W8 2WD,2012,Diesel,6.5
Maruti Omni 8 Seater BSII,2004,Petrol,0.85
Skoda Superb Style 1.8 TSI AT,2013,Petrol,7.25
Maruti Swift VDI,2012,Diesel,4.5
Mahindra Scorpio 2.6 LX,2010,Diesel,4.25
Mercedes-Benz GLA Class 200 Sport Edition,2016,Petrol,26.0
Mahindra Thar CRDe,2017,Diesel,9.66
Renault Duster 110PS Diesel RxZ,2013,Diesel,6.85
Audi Q5 2008-2012 2.0 TDI,2013,Diesel,23.68
Land Rover Freelander 2 SE,2013,Diesel,15.75
Volkswagen Vento Diesel Comfortline,2012,Diesel,3.5
BMW 5 Series 2003-2012 540i Sedan,2006,Petrol,6.99
Hyundai Elantra CRDi SX,2019,Diesel,15.57
Tata Sumo EX,2015,Diesel,5.29
Datsun redi-GO T,2016,Petrol,2.25
BMW X5 xDrive 30d,2009,Diesel,20.0
BMW 6 Series 630i Coupe,2011,Petrol,47.5
Maruti Alto Vxi 1.1,2002,Petrol,1.22
Volkswagen Polo Petrol Comfortline 1.2L,2012,Petrol,3.65
Datsun GO Plus A,2016,Petrol,3.1
Hyundai Creta 1.6 VTVT S,2016,Petrol,11.5
Maruti Alto K10 VXI,2015,Petrol,3.46
Hyundai Santa Fe 4X4,2013,Diesel,8.38
Volkswagen Polo GT TDI,2014,Diesel,4.8
Honda Amaze S i-Dtech,2014,Diesel,4.5
Maruti Swift VDI,2014,Diesel,3.95
Skoda Rapid 1.6 TDI Ambition,2012,Diesel,3.65
Mercedes-Benz E-Class 280 CDI,2005,Diesel,10.0
Mahindra Scorpio SLE BSIV,2011,Diesel,4.0
Nissan Sunny 2011-2014 Diesel XL,2012,Diesel,4.75
Maruti Swift Dzire VXi,2009,Petrol,3.1
Hyundai EON Sportz,2017,Petrol,3.61
Honda Brio S MT,2015,Petrol,4.29
Nissan Micra XV Primo,2011,Petrol,2.13
Maruti Alto LXi BSII,2008,Petrol,1.1
BMW 3 Series 320d,2011,Diesel,13.95
Volkswagen Polo 1.2 MPI Highline,2014,Petrol,5.35
Maruti Celerio LXI,2014,Petrol,3.9
Maruti Wagon R VXI 1.2,2014,Petrol,2.8
Maruti Ciaz ZDi Plus,2016,Diesel,8.75
Audi A4 2.0 TDI,2013,Diesel,19.5
Honda Brio S MT,2013,Petrol,2.75
Mahindra Scorpio VLX 2WD AT BSIV,2013,Diesel,8.0
Honda City i DTEC V,2014,Diesel,5.7
BMW X1 sDrive20d,2012,Diesel,12.5
Chevrolet Spark 1.0 LT,2011,Petrol,1.75
Ford Figo Diesel EXI,2010,Diesel,1.9
Maruti Swift VXI BSIV,2015,Petrol,4.5
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,Diesel,30.3
Skoda Octavia Elegance 2.0 TDI AT,2014,Diesel,16.0
BMW X3 xDrive20d xLine,2017,Diesel,32.78
Hyundai EON Era Plus,2015,Petrol,2.5
Audi A4 35 TDI Technology,2017,Diesel,43.0
Ford Figo 2015-2019 1.2P Titanium MT,2017,Petrol,5.38
Maruti Alto K10 2010-2014 VXI,2013,Petrol,2.65
Maruti Alto 800 2016-2019 VXI,2017,Petrol,3.3
Mercedes-Benz New C-Class C 220 CDI Style,2015,Diesel,34.0
Hyundai Santro D Lite,2001,Petrol,0.7
Hyundai Xcent 1.1 CRDi S,2017,Diesel,6.83
Honda Amaze S i-Dtech,2016,Diesel,5.77
Maruti Swift Vdi BSIII,2008,Diesel,3.1
Volkswagen Polo 1.2 MPI Comfortline,2017,Petrol,4.95
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,Diesel,16.25
Land Rover Range Rover 3.6 TDV8 Vogue SE,2012,Diesel,52.54
Mahindra XUV500 W8 2WD,2011,Diesel,6.4
Ford Endeavour 2.5L 4X2,2011,Diesel,6.95
Tata Indica V2 DLX,2008,Diesel,0.85
Maruti Baleno Alpha,2016,Petrol,6.95
Hyundai Xcent 1.1 CRDi Base,2017,Diesel,3.45
Honda Civic 2006-2010 1.8 S MT,2008,Petrol,2.75
Hyundai i20 Sportz Option 1.2,2015,Petrol,4.95
Tata Nexon 1.2 Revotron XZ Plus,2018,Petrol,9.62
Hyundai i20 Sportz 1.2,2016,Petrol,6.79
Maruti Swift Dzire ZXI,2014,Petrol,4.5
Maruti Wagon R LXI,2014,Petrol,3.01
Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,4.4
Toyota Fortuner 4x2 AT,2012,Diesel,17.49
Hyundai i10 Sportz,2014,Petrol,4.66
Hyundai Grand i10 Asta,2015,Petrol,5.5
Hyundai i20 Asta 1.2,2016,Petrol,6.0
Maruti Vitara Brezza ZDi Plus,2018,Diesel,10.19
Honda Amaze S i-Dtech,2016,Diesel,5.25
Mercedes-Benz M-Class ML 250 CDI,2014,Diesel,45.0
Hyundai i20 Sportz Diesel,2010,Diesel,2.7
Hyundai i10 Era,2013,Petrol,3.39
Maruti Swift Dzire VDI,2014,Diesel,5.69
BMW Z4 2009-2013 Roadster 2.5i,2018,Petrol,58.54
Maruti Baleno Alpha Diesel,2017,Diesel,8.4
Chevrolet Beat Diesel,2012,Diesel,2.5
Honda Brio V MT,2012,Petrol,3.25
Ford Figo Diesel Titanium,2014,Diesel,3.25
Maruti Celerio VXI AT,2016,Petrol,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,Diesel,18.5
Honda Brio S MT,2015,Petrol,4.25
Maruti Baleno Alpha CVT,2018,Petrol,8.85
Hyundai EON Sportz,2014,Petrol,4.14
Toyota Prius 2009-2016 Z4,2011,Electric,12.75
Hyundai i20 1.4 CRDi Sportz,2015,Diesel,7.0
Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,33.0
Honda City i-VTEC VX,2017,Petrol,10.0
Maruti SX4 ZDI,2012,Diesel,3.53
Chevrolet Optra Magnum 1.6 LS Petrol,2007,Petrol,1.35
Volkswagen Vento Diesel Highline,2013,Diesel,4.5
Honda City V MT,2012,Petrol,4.9
Hyundai Creta 1.6 CRDi SX Option,2016,Diesel,12.26
Hyundai Xcent 1.1 CRDi SX,2014,Diesel,3.99
Mercedes-Benz GLC 220d 4MATIC Style,2017,Diesel,46.95
Ford Figo Diesel EXI,2015,Diesel,3.8
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2013,Diesel,6.75
Mahindra TUV 300 2015-2019 T8,2017,Diesel,8.75
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,Petrol,5.2
Hyundai Verna 1.6 SX VTVT (O),2017,Petrol,8.42
Hyundai i20 Sportz 1.2,2016,Petrol,5.75
Audi A4 New 2.0 TDI Multitronic,2008,Diesel,9.75
Nissan Micra Active XV S,2015,Petrol,3.5
Mercedes-Benz M-Class ML 250 CDI,2014,Diesel,30.0
Land Rover Discovery Sport TD4 S,2017,Diesel,35.0
Hyundai Creta 1.6 SX Option Executive,2018,Petrol,13.25
Skoda Rapid 1.6 TDI Active,2013,Diesel,3.65
Maruti Swift Dzire VDI,2015,Diesel,5.25
Hyundai Creta 1.6 SX,2016,Petrol,9.7
Hyundai Grand i10 CRDi Sportz,2017,Diesel,5.21
Mahindra TUV 300 T8,2016,Diesel,6.3
Hyundai Grand i10 CRDi Sportz,2014,Diesel,4.72
BMW X5 xDrive 30d,2011,Diesel,28.0
Maruti Dzire AMT VDI,2018,Diesel,8.37
Toyota Fortuner 4x4 MT,2012,Diesel,14.0
Audi A6 2011-2015 35 TDI Technology,2015,Diesel,36.0
Honda Jazz 1.5 V i DTEC,2015,Diesel,6.4
Audi Q7 4.2 TDI Quattro Technology,2015,Diesel,51.69
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,Diesel,8.0
Chevrolet Cruze LTZ,2012,Diesel,9.8
Chevrolet Beat Diesel LT,2012,Diesel,2.7
Audi A4 35 TDI Premium Plus,2014,Diesel,24.37
Skoda Rapid 1.6 MPI AT Style,2018,Petrol,9.72
Maruti Swift Dzire VDI,2014,Diesel,5.0
Toyota Fortuner 3.0 Diesel,2009,Diesel,10.5
Maruti Swift VDI,2012,Diesel,3.9
Honda City 1.5 V MT Exclusive,2012,Petrol,5.65
Mercedes-Benz M-Class ML 250 CDI,2012,Diesel,29.95
Maruti Swift Ldi BSIII,2008,Diesel,3.0
Ford Aspire Titanium Diesel,2017,Diesel,6.0
Hyundai i10 Sportz,2009,Petrol,2.11
Fiat Punto 1.4 Emotion,2010,Petrol,1.49
Maruti Alto LXi,2011,Petrol,1.5
Maruti Swift VXI BSIV,2006,Petrol,2.85
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2017,Diesel,33.64
Tata Indica V2 DLE BSIII,2011,Diesel,0.91
Maruti Alto 800 VXI,2014,Petrol,2.42
Skoda Superb 2.8 V6 AT,2005,Petrol,3.25
Volkswagen Polo Petrol Comfortline 1.2L,2013,Petrol,2.8
Maruti Dzire AMT ZXI Plus,2019,Petrol,8.3
Mahindra Scorpio VLX,2010,Diesel,5.25
Maruti Swift Vdi BSIII,2010,Diesel,2.9
BMW 3 Series 320d Prestige,2013,Diesel,15.0
Tata Nano STD SE,2012,Petrol,0.53
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,Diesel,12.5
Honda Brio S Option MT,2012,Petrol,2.75
Tata Tiago AMT 1.2 Revotron XZA,2018,Petrol,5.0
Mahindra Scorpio SLE BSIV,2014,Diesel,7.09
BMW 5 Series 2003-2012 525d,2011,Diesel,19.99
Toyota Corolla Altis D-4D GL,2014,Diesel,10.75
Honda City i VTEC CVT VX,2016,Petrol,9.45
Hyundai Verna CRDi 1.6 SX Option,2008,Diesel,2.9
Maruti Swift Dzire VDI Optional,2015,Diesel,4.7
Maruti Ciaz ZXi,2016,Petrol,7.11
Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,6.25
Maruti Alto K10 2010-2014 VXI,2011,Petrol,2.2
Honda Amaze V CVT Petrol,2019,Petrol,8.86
Mahindra XUV500 W6 2WD,2015,Diesel,9.3
Mahindra TUV 300 2015-2019 T8,2017,Diesel,7.57
Honda Jazz VX,2017,Petrol,7.9
Maruti Swift VXI BSIII W/ ABS,2018,Petrol,5.65
Volkswagen Polo Petrol Highline 1.2L,2013,Petrol,3.25
Hyundai Creta 1.6 SX Option Diesel,2019,Diesel,16.27
Chevrolet Beat LS,2011,Petrol,3.21
Honda Amaze VX i-DTEC,2013,Diesel,3.9
Mercedes-Benz E-Class 230 E AT,2008,Petrol,6.5
BMW 5 Series 530d M Sport,2016,Diesel,48.0
Audi A3 35 TDI Premium Plus,2016,Diesel,18.9
Maruti Swift Dzire VDI,2015,Diesel,3.6
Maruti Swift Dzire VDI,2015,Diesel,5.5
Toyota Innova 2.5 V Diesel 7-seater,2011,Diesel,7.0
BMW X3 xDrive20d,2016,Diesel,41.75
BMW 5 Series 2003-2012 525d,2007,Diesel,10.5
Mahindra XUV500 W8 2WD,2014,Diesel,10.09
Honda City 1.5 S MT,2009,Petrol,3.0
Force One LX 4x4,2014,Diesel,12.0
Volkswagen Polo 1.5 TDI Comfortline,2015,Diesel,4.91
Honda Jazz S,2010,Petrol,2.0
Toyota Etios Liva GD SP,2015,Diesel,5.3
Nissan Terrano XV Premium 110 PS,2014,Diesel,7.22
BMW X3 xDrive 20d xLine,2017,Diesel,32.57
Hyundai i20 1.2 Magna,2010,Petrol,2.75
Ford Fiesta EXi 1.4 TDCi Ltd,2011,Diesel,3.75
Honda City 1.5 V AT,2014,Petrol,5.91
Maruti Swift VDI BSIV,2013,Diesel,4.35
Hyundai Grand i10 CRDi SportZ Edition,2014,Diesel,3.25
Audi Q7 45 TDI Quattro Technology,2017,Diesel,68.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016,Petrol,5.5
Honda City i VTEC CVT VX,2018,Petrol,12.08
Maruti Baleno Alpha 1.3,2018,Diesel,7.48
Hyundai Grand i10 CRDi Sportz,2016,Diesel,5.5
Maruti Swift Dzire VDi,2011,Diesel,3.5
Maruti Swift 1.3 VXi,2006,Petrol,1.6
Land Rover Freelander 2 TD4 HSE,2013,Diesel,15.5
Toyota Fortuner 3.0 Diesel,2013,Diesel,19.0
Honda Jazz VX Diesel,2017,Diesel,8.4
Maruti Vitara Brezza LDi Option,2016,Diesel,7.25
Maruti Swift Dzire VDI,2014,Diesel,4.25
Skoda Rapid 1.5 TDI AT Elegance,2015,Diesel,5.7
Land Rover Freelander 2 TD4 SE,2013,Diesel,26.0
Maruti Alto 800 LXI,2013,Petrol,2.49
Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,3.0
Honda City i DTEC SV,2015,Diesel,5.95
Maruti Swift Dzire LDI,2013,Diesel,2.69
Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,Diesel,26.0
Honda City i VTEC VX,2015,Petrol,5.5
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2016,Petrol,4.85
Maruti Vitara Brezza LDi,2018,Diesel,8.39
Renault Duster 110PS Diesel RxL,2015,Diesel,7.99
Hyundai i20 Active 1.4 SX,2016,Diesel,6.95
Mahindra Logan Petrol 1.4 GLE,2010,Petrol,1.5
Honda City ZX GXi,2006,Petrol,1.55
Ford Figo Petrol EXI,2010,Petrol,2.75
Renault Duster Petrol RxL,2014,Petrol,4.25
Hyundai i10 Sportz 1.2,2015,Petrol,2.85
Land Rover Discovery Sport TD4 HSE 7S,2019,Diesel,56.14
Audi Q5 2008-2012 2.0 TFSI Quattro,2009,Petrol,10.0
Maruti Versa DX2 BS II,2003,Petrol,1.25
Maruti Swift Dzire ZDI,2017,Diesel,7.5
Audi A4 2.0 TDI Premium Sport Limited Edition,2015,Diesel,25.81
Volkswagen Polo 1.2 MPI Comfortline,2014,Petrol,4.3
Toyota Fortuner 3.0 Diesel,2010,Diesel,11.0
Toyota Fortuner 3.0 Diesel,2010,Diesel,11.75
Honda Accord 2.4 MT,2012,Petrol,6.58
Maruti Swift ZDi,2012,Diesel,4.8
Skoda Fabia 1.2 MPI Classic,2008,Petrol,1.65
Jeep Compass 2.0 Sport,2017,Diesel,15.0
Tata Nano Twist XT,2014,Petrol,1.0
Ford Fiesta 1.6 ZXi ABS,2007,Petrol,1.65
Maruti Celerio ZDi,2015,Diesel,3.6
Toyota Fortuner 3.0 Diesel,2011,Diesel,11.5
Maruti Celerio ZDi,2015,Diesel,3.6
Hyundai EON Era Plus,2015,Petrol,3.05
Ford Fiesta Diesel Trend,2011,Diesel,6.0
Volkswagen Polo 1.2 MPI Comfortline,2013,Petrol,3.75
Volkswagen Polo 1.2 MPI Comfortline,2016,Petrol,6.17
Maruti Vitara Brezza ZDi,2017,Diesel,9.05
Honda Brio S MT,2013,Petrol,4.05
Maruti Swift Dzire VXi,2013,Petrol,4.25
Maruti Celerio LXI MT,2018,Petrol,3.75
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,Petrol,11.85
Ford Ecosport 1.5 DV5 MT Titanium,2016,Diesel,8.24
Honda CR-V RVi MT,2008,Petrol,6.5
Land Rover Discovery Sport SD4 HSE Luxury 7S,2019,Diesel,58.91
Mahindra XUV500 W8 2WD,2014,Diesel,8.0
Volkswagen Polo 1.2 MPI Highline,2015,Petrol,4.64
Hyundai i10 Magna AT,2010,Petrol,3.32
Hyundai i10 Magna 1.2,2012,Petrol,2.78
Chevrolet Cruze LTZ AT,2016,Diesel,8.95
Mercedes-Benz E-Class E 200 CGI,2013,Petrol,21.95
Hyundai Sonata 2.4 GDI,2013,Petrol,7.9
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,Petrol,29.0
Volkswagen Polo Diesel Trendline 1.2L,2013,Diesel,3.25
Honda City i VTEC SV,2014,Petrol,5.9
Maruti Vitara Brezza ZDi,2017,Diesel,9.88
Hyundai Elite i20 Asta Option,2019,Petrol,8.78
Tata New Safari Dicor EX 4X2,2011,Diesel,2.75
Nissan Sunny 2011-2014 Diesel XL,2014,Diesel,5.98
BMW 3 Series 330 Ci Convertible,2011,Petrol,31.0
Toyota Corolla 1.8 J,2011,Petrol,3.55
Hyundai Verna 1.6 SX,2015,Diesel,6.24
Maruti Swift Dzire VDi,2009,Diesel,2.19
Maruti Dzire VDI,2013,Diesel,5.5
Maruti Alto K10 VXI,2014,Petrol,2.1
Jaguar XJ 5.0 L V8 Supercharged,2011,Petrol,50.66
Mercedes-Benz New C-Class 220 CDI AT,2012,Diesel,14.0
Hyundai Verna CRDi 1.6 SX Option,2013,Diesel,5.5
Chevrolet Aveo 1.6 LT,2007,Petrol,1.2
Maruti Swift VXI BSIV,2014,Petrol,5.3
Hyundai Verna 1.6 CRDi S,2015,Diesel,6.3
Mercedes-Benz GLC 220d Celebration Edition,2017,Diesel,40.47
Toyota Fortuner 4x2 Manual,2013,Diesel,16.1
Audi Q5 2008-2012 2.0 TDI,2014,Diesel,25.0
BMW 3 Series 320d Dynamic,2008,Diesel,7.95
Maruti Alto 800 2016-2019 LXI,2016,Petrol,2.65
Maruti Alto K10 2010-2014 VXI,2012,Petrol,2.81
Audi A4 1.8 TFSI Technology Edition,2012,Petrol,17.5
Maruti Swift VXi BSIV,2012,Petrol,3.3
Maruti Wagon R VXI,2019,Petrol,5.34
Skoda Rapid 1.5 TDI Ambition,2016,Diesel,8.5
Honda Jazz S,2010,Petrol,2.69
Mahindra XUV500 W10 2WD,2015,Diesel,11.5
Maruti Ritz VXi,2011,Petrol,4.06
Mercedes-Benz GLE 250d,2016,Diesel,49.0
Skoda Rapid 1.6 TDI Ambition,2012,Diesel,4.6
Hyundai Grand i10 CRDi Magna,2015,Diesel,3.96
Hyundai Elite i20 Petrol Asta,2015,Petrol,5.6
Tata Zest Quadrajet 1.3 75PS XE,2017,Diesel,3.75
Hyundai i20 Magna 1.4 CRDi,2015,Diesel,5.5
Skoda Rapid 1.6 TDI Elegance,2012,Diesel,3.0
Fiat Linea Emotion,2011,Petrol,3.0
Maruti Swift VXI BSIII W/ ABS,2010,Petrol,2.95
Tata Indica V2 2001-2011 eLS,2015,Diesel,2.45
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2012,Diesel,13.99
Mercedes-Benz GLE 350d,2016,Diesel,60.75
Honda City V MT AVN,2012,Petrol,4.5
Hyundai i20 Magna,2010,Petrol,2.5
Toyota Fortuner 4x2 Manual,2015,Diesel,20.5
Hyundai Grand i10 Magna,2014,Petrol,3.9
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2009,Diesel,3.5
Ford EcoSport 1.5 Ti VCT AT Titanium,2016,Petrol,8.3
Hyundai EON Magna Plus,2012,Petrol,2.5
Nissan Micra XV CVT,2011,Petrol,2.65
Honda Jazz 1.2 V CVT i VTEC,2016,Petrol,7.42
Volkswagen Polo 1.2 MPI Trendline,2016,Petrol,4.63
Maruti Alto LXi,2008,Petrol,1.09
Hyundai Verna 1.6 SX,2011,Diesel,3.8
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,Diesel,15.75
Tata Zest Revotron 1.2 XT,2015,Petrol,5.27
Honda Brio S Option MT,2012,Petrol,2.75
Honda Jazz VX Diesel,2016,Diesel,7.4
Maruti Alto K10 VXI AGS,2017,Petrol,3.9
Maruti Zen VXi - BS III,2000,Petrol,0.7
Hyundai i20 Sportz 1.4 CRDi,2015,Diesel,5.9
Maruti SX4 S Cross DDiS 320 Zeta,2016,Diesel,9.58
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,Diesel,24.95
Chevrolet Enjoy Petrol LS 7 Seater,2015,Petrol,4.29
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2011,Diesel,11.5
Mahindra XUV500 W4,2016,Diesel,9.65
Hyundai i10 Sportz,2015,Petrol,3.75
Hyundai Getz 1.3 GLS,2007,Petrol,1.1
Audi Q7 3.0 TDI quattro,2014,Diesel,31.41
Mahindra Scorpio SLE BSIV,2012,Diesel,6.0
Honda Jazz 1.2 SV i VTEC,2016,Petrol,5.55
Tata Safari Storme 2012-2015 EX,2017,Diesel,10.91
Mahindra XUV500 W6 2WD,2014,Diesel,7.25
Volkswagen Polo Diesel Comfortline 1.2L,2012,Diesel,3.9
Maruti Swift Dzire ZDi,2012,Diesel,3.95
Audi Q3 2.0 TDI,2013,Diesel,22.0
Maruti Celerio ZXI,2014,Petrol,3.38
Honda City V MT Exclusive,2011,Petrol,3.45
Hyundai i20 1.2 Spotz,2016,Petrol,5.75
Renault KWID RXT,2016,Petrol,2.75
Mercedes-Benz CLA 200 CDI Sport,2019,Diesel,30.3
Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,7.5
Hyundai i20 Asta 1.2,2015,Petrol,6.87
Toyota Innova 2.5 ZX Diesel 7 Seater,2015,Diesel,15.2
Nissan Sunny 2011-2014 Diesel XL,2012,Diesel,3.5
Maruti Swift VDI BSIV,2014,Diesel,5.85
Maruti A-Star Vxi,2010,Petrol,2.5
Maruti Swift ZXI,2013,Petrol,3.95
Mercedes-Benz CLA 200 CDI Sport,2017,Diesel,27.0
Maruti Ertiga ZXI,2014,Petrol,6.75
Maruti Wagon R LXI,2007,Petrol,1.5
Volkswagen Polo Diesel Trendline 1.2L,2012,Diesel,3.9
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,6.55
Honda City i DTEC VX,2017,Diesel,9.44
Toyota Corolla Altis 1.8 GL,2015,Petrol,10.77
Mahindra XUV500 W8 2WD,2014,Diesel,7.5
Maruti Alto 800 2016-2019 VXI,2016,Petrol,3.0
BMW 5 Series 530d M Sport,2010,Diesel,11.75
Hyundai EON D Lite Plus,2016,Petrol,3.29
Maruti Swift Dzire VDI,2016,Diesel,6.5
Audi A4 2.0 TDI,2011,Diesel,18.0
Skoda Superb Elegance 1.8 TSI AT,2009,Petrol,4.95
Tata Zest Revotron 1.2T XM,2015,Petrol,4.52
Force One LX ABS 7 Seating,2014,Diesel,8.0
Honda City i-VTEC VX,2013,Petrol,6.26
Nissan Sunny 2011-2014 XV,2016,Petrol,7.5
Maruti Swift 1.3 LXI,2012,Petrol,3.65
Volkswagen Vento Petrol Highline AT,2011,Petrol,3.35
Hyundai Verna 1.6 SX VTVT AT,2014,Petrol,5.5
Hyundai Verna CRDi 1.6 AT SX Plus,2012,Diesel,5.25
Audi A4 2.0 TDI Multitronic,2012,Diesel,16.25
Maruti SX4 Vxi BSIV,2009,Petrol,2.7
Ford Endeavour 2.2 Titanium AT 4X2,2019,Diesel,32.9
Maruti Swift LXI BSIV,2008,Petrol,3.41
Hyundai Grand i10 CRDi Magna,2014,Diesel,4.15
Volkswagen Polo 1.5 TDI Highline,2014,Diesel,5.9
Mercedes-Benz E-Class 230,2012,Petrol,11.5
Hyundai i20 Asta 1.2,2015,Petrol,4.75
Maruti Alto K10 VXI AGS,2015,Petrol,3.5
Maruti Ertiga VDI,2014,Diesel,7.25
Maruti Celerio VXI AT,2016,Petrol,4.35
Renault KWID Climber 1.0 AMT,2018,Petrol,4.99
Mahindra Scorpio SLE BSIV,2013,Diesel,7.65
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,Diesel,9.0
Volkswagen Polo Diesel Highline 1.2L,2017,Diesel,6.9
Ford Figo Diesel ZXI,2011,Diesel,2.9
Nissan Terrano XL Plus 85 PS,2014,Diesel,5.75
Force One LX 4x4,2014,Diesel,8.0
Renault KWID 1.0 RXT Optional AMT,2017,Petrol,4.41
Skoda Rapid 1.5 TDI Elegance,2013,Diesel,4.95
Mahindra XUV500 AT W10 FWD,2016,Diesel,14.4
Ford Figo Diesel Titanium,2012,Diesel,2.95
Mahindra Bolero ZLX,2017,Diesel,8.14
Volkswagen Vento 1.5 TDI Highline,2016,Diesel,8.45
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2015,Diesel,12.5
Mahindra XUV500 W8 2WD,2012,Diesel,6.5
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,Petrol,7.72
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,2011,Diesel,8.0
Tata New Safari DICOR 2.2 VX 4x4,2009,Diesel,3.0
BMW 3 Series 330d Convertible,2013,Diesel,29.0
Volkswagen Polo 1.2 MPI Highline,2014,Petrol,4.11
Hyundai i20 Magna Optional 1.2,2015,Petrol,5.37
